127.0.0.1 - - [04/Mar/2022:17:58:41 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:48:30 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
127.0.0.1 - - [04/Mar/2022:18:54:03 -0300] "GET / HTTP/1.1" 404 1036
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:07 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:09 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:09 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:09 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4853
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:09 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:10 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:11 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:30 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:30 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:30 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:30 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:30 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:31 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:32 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1702
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:32 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:32 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4769
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:32 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:33 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:33 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:33 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:33 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:54:33 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:02 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:03 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:03 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:03 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:04 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:20 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:20 -0300] "GET /PI-AssistenciaTecnica/erro.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:22 -0300] "GET /PI-AssistenciaTecnica HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:22 -0300] "GET /PI-AssistenciaTecnica/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:22 -0300] "GET /PI-AssistenciaTecnica/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:22 -0300] "GET /PI-AssistenciaTecnica/js/login.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:22 -0300] "GET /PI-AssistenciaTecnica/imgs/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "POST /PI-AssistenciaTecnica/autenticar HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:26 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:26 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:26 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4767
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:26 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:28 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:28 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:31 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:37 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=2 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:57:38 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:30 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:30 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:30 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:30 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:30 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:31 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:31 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4717
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:31 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:32 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:34 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=2 HTTP/1.1" 200 333
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:35 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:18:58:38 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:52 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:54 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:54 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:54 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4717
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:54 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:55 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:55 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:55 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:55 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:00:55 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:03 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:04 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:42 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:44 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:44 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:44 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4547
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:44 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:45 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:45 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:45 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:45 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:45 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:01:52 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:11 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:13 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:13 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:13 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4578
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:13 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:15 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:15 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:15 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:15 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:02:15 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:08 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:08 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:08 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:08 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:08 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:09 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:11 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:11 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:11 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4501
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:11 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:12 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:12 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:12 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:12 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:12 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:03:30 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/css/jquery-ui.css HTTP/1.1" 200 38140
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/js/general.js HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/js/jquery-ui.js HTTP/1.1" 200 539421
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:23 -0300] "GET /PI-AssistenciaTecnica/pages/adm/geral/cabecalho.html HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/cadastro_funcionario/ HTTP/1.1" 200 2744
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/css/admin.css HTTP/1.1" 200 1365
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/js/admin_cadastroFuncionario.js HTTP/1.1" 200 7580
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/rest/funcionario/buscar HTTP/1.1" 200 201
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/imgs/edit.png HTTP/1.1" 200 9699
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:25 -0300] "GET /PI-AssistenciaTecnica/imgs/delete.png HTTP/1.1" 200 55056
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:26 -0300] "GET /PI-AssistenciaTecnica/pages/adm/funcao/relatorio_adm/ HTTP/1.1" 200 1763
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:26 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:26 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4455
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:26 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:27 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:27 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:27 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:27 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:27 -0300] "GET /PI-AssistenciaTecnica/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:04:49 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:07 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:08 -0300] "GET /css/admin.css HTTP/1.1" 404 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:08 -0300] "GET /PI-AssistenciaTecnica/js/admin_relatorio.js HTTP/1.1" 200 4460
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:08 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscarOrcamentosRelatorio HTTP/1.1" 200 1049
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:09 -0300] "GET /PI-AssistenciaTecnica/rest/servicos/buscaRelatorioDetalhado?idorcamento=4 HTTP/1.1" 200 532
0:0:0:0:0:0:0:1 - - [04/Mar/2022:19:05:30 -0300] "GET /PI-AssistenciaTecnica/pages/adm/ HTTP/1.1" 200 1379
